participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.aa_treatment,player.ra_treatment,player.action1_b,player.green_red,player.a_or_b,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
205,88o9734t,,0,26,25,v3_ra_outro,Dropouts,10.81.252.246,2019-03-11 14:31:12.302707+00:00,1,A1MUXB47B00BJG,33SA9F9TRYKL6DUN8LCNHILLF37WEZ,1.00,205,0,1,1,1,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
206,bdofvwss,,0,26,25,v3_ra_outro,Dropouts,10.99.234.82,2019-03-11 14:31:12.989862+00:00,1,A2MUZSKKD3MUXO,3RKNTXVS3NO67YURIA4IQ7C3AVB4AR,0.00,206,0,1,0,54,59,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
207,f570iqz2,,0,26,25,v3_ra_outro,Dropouts,10.7.214.75,2019-03-11 14:33:52.776515+00:00,1,AHPCI0X85ZUR1,32ZKVD547GDQ8CGFOAZVBD43ED0B38,0.00,207,0,1,0,0,100,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
208,8k6ez6la,,0,26,25,v3_ra_outro,Dropouts,10.63.78.31,2019-03-11 14:31:13.059824+00:00,1,A1OSRB1Q63XXWZ,3SEPORI8WOPMAVIG33U8K3PCBQDZAX,1.00,208,0,1,0,16,82,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
209,3j9cbkgn,,0,26,25,v3_ra_outro,Dropouts,10.65.114.58,2019-03-11 14:31:13.186481+00:00,1,A40O6S62MI2VC,37QW5D2ZRHCBQV3NBDGMSJMEYNE8SY,0.00,209,0,1,1,4,40,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
210,ouoqmqcf,,0,26,25,v3_ra_outro,Dropouts,10.16.229.125,2019-03-11 14:31:14.163213+00:00,1,A3OMORMMKTV694,3W92K5RLWV78V51P7AEORMWUV175VY,0.00,210,0,1,0,34,21,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
211,66gp2iaz,,0,26,25,v3_ra_outro,Dropouts,10.63.160.72,2019-03-11 14:31:14.854633+00:00,1,A3C1VSXB3HO9ZD,3MTMREQS4W8IG0DBSGA1LZVUUO9WA4,0.00,211,0,1,0,1,1,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
212,71toya53,,0,26,25,v3_ra_outro,Dropouts,10.45.210.139,2019-03-11 14:31:15.525731+00:00,1,A2NAN3BCRA8O3G,39GXDJN2OU4RINKR58LR366LXR88V3,0.00,212,0,1,0,0,1,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
213,rip1x418,,0,26,25,v3_ra_outro,Dropouts,10.47.180.215,2019-03-11 14:31:17.287957+00:00,1,A2L73JKDFWI0KJ,3TMFV4NEP944XCKWVIQNP8PZ40A8WD,0.00,213,0,1,0,20,10,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
214,5bvbvtp1,,0,26,25,v3_ra_outro,Dropouts,10.11.237.199,2019-03-11 14:31:17.485692+00:00,1,A3J2UG22S8BIW4,3SLE99ER0O3RT5N89HU4FE9IT8YZBS,0.00,214,0,1,0,71,22,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
215,a5m6oe8s,,0,26,25,v3_ra_outro,Dropouts,10.138.104.201,2019-03-11 14:31:18.953078+00:00,1,A259VI9HKP20D5,3J4Q2Z4UTZTA3GKSHC7NBZAZY6VQW5,1.00,215,0,1,1,74,44,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
216,omfawdgt,,0,26,25,v3_ra_outro,Dropouts,10.142.105.142,2019-03-11 14:31:20.083221+00:00,1,AZ9BZONG644TU,3CFJTT4SXUGIW3V8WWU2AHKWE55I7S,3.00,216,0,1,0,17,76,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
217,52dr9mpl,,0,26,25,v3_ra_outro,Dropouts,10.30.127.194,2019-03-11 14:31:21.437744+00:00,1,A2RB88RMXUR0TH,3YGXWBAF717U0DRP2O09W22RAYW4CT,0.00,217,0,1,0,7,10,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
218,40ujqc9g,,0,26,25,v3_ra_outro,Dropouts,10.5.233.198,2019-03-11 14:31:23.114347+00:00,1,A3PRQ2GSU42718,31QNSG6A5SJP7XJVNAIBXSQIB9187B,0.00,218,0,1,1,22,74,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
219,7u2i1w2m,,0,26,25,v3_ra_outro,Dropouts,10.47.234.240,2019-03-11 14:31:24.432834+00:00,1,A2GRWJOOSAT94F,3TVSS0C0E2QNVWCKYG1IG4LMIDUTWM,1.00,219,0,1,1,26,86,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
220,onxeosey,,0,26,25,v3_ra_outro,Dropouts,10.63.87.207,2019-03-11 14:31:24.190283+00:00,1,A1DY3EW6Q0B5K5,3II4UPYCOKXBUAK10H2XJBLERQQDQK,0.00,220,0,1,1,18,75,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
221,hzvpvnr7,,0,26,25,v3_ra_outro,Dropouts,10.45.254.28,2019-03-11 14:31:25.056015+00:00,1,A1TEQTP52NS7D1,3U4J9857OF189VH2QM2LOUGJJFMB7D,0.00,221,0,1,0,20,65,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
222,062w2523,,0,26,25,v3_ra_outro,Dropouts,10.65.63.158,2019-03-11 14:31:25.257707+00:00,1,A3U21PUMQ6NGT2,3IUZPWIU1PXOSDMX47NQFDYQZ03KW7,0.00,222,0,1,0,31,34,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
223,oronrg76,,0,3,25,v3_ra_intro,Comprehension1,10.37.202.132,2019-03-11 14:31:26.480994+00:00,1,A39ROW50DWRRKT,3WI0P0II62IB6BZ1DWRXO1VJNCSDRL,0.00,223,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
224,0vn6kwy7,,0,26,25,v3_ra_outro,Dropouts,10.67.231.51,2019-03-11 14:31:26.700839+00:00,1,A26TY8FHMJ183C,3MYYFCXHJ4X7HP7U4AWSMTN68QO4G3,0.00,224,0,1,0,13,50,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
225,p1k41nni,,0,26,25,v3_ra_outro,Dropouts,10.143.140.66,2019-03-11 14:31:27.399474+00:00,1,A6YDORFZZXXPQ,39DD6S19JQ1P08ZSJ8WUGMF3W5BZES,0.00,225,0,1,1,0,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
226,abii1uzu,,0,26,25,v3_ra_outro,Dropouts,10.45.6.98,2019-03-11 14:31:28.554549+00:00,1,A1IHK9WV6QSWHC,3Z4XG4ZF49HJMCPM5NM9RR36D2G8X6,3.00,226,0,1,1,52,67,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
227,m5ty7p0l,,0,26,25,v3_ra_outro,Dropouts,10.35.218.93,2019-03-11 14:31:28.337539+00:00,1,A1YZXZITMRNKUK,3YMU66OBIOY1T1VPJHGBGIWADVAGH1,1.00,227,0,1,0,0,100,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
228,atuanmr7,,0,26,25,v3_ra_outro,Dropouts,10.65.212.112,2019-03-11 14:31:29.318484+00:00,1,A1AF25FCVKC87X,3ZAK8W07I549NJQO5EY7E5YK0MMU0C,0.00,228,0,1,0,10,52,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
229,lt3ngu6e,,0,26,25,v3_ra_outro,Dropouts,10.95.237.176,2019-03-11 14:31:30.313672+00:00,1,A3A82EHCZOQ2CV,38JBBYETQP09XBB3YF64MQ2UVA94EM,1.00,229,0,1,0,17,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
230,j00oak19,,0,6,25,v3_ra_intro,Comprehension2_check,10.142.105.142,2019-03-11 14:31:32.236302+00:00,1,A2GA29WTMFW2W,317HQ483I8I7ZONVC3BR6E6MEKANI8,0.00,230,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
231,lvk88vgg,,0,26,25,v3_ra_outro,Dropouts,10.5.233.198,2019-03-11 14:31:32.639894+00:00,1,A27CB6JIC5MZFR,3YWRV122CTPR58VR0IBM7K42JKZ8UE,3.00,231,0,1,1,9,61,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
232,oe1zkrm5,,0,26,25,v3_ra_outro,Dropouts,10.30.66.130,2019-03-11 14:31:32.415039+00:00,1,A1SX8IVV82M0LW,3JNQLM5FT5CD0368BNAK66VGKTE2LB,0.00,232,0,1,1,72,68,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
233,wxmysx6d,,0,5,25,v3_ra_intro,Comprehension2,10.47.166.118,2019-03-11 14:31:33.251775+00:00,1,A2E57HE4ZMA1G3,3CCZ6YKWR89AYYOM499SZ47X49O59I,0.00,233,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
234,g43p84fk,,0,23,25,v3_ra_outro,Survey,10.148.94.235,2019-03-11 14:31:33.691609+00:00,1,A2ZYUU30WYDYI0,3ZAZR5XV028A3AFENHQZQYF0BTYZCZ,0.00,234,0,1,1,21,70,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
235,uznkyaen,,0,26,25,v3_ra_outro,Dropouts,10.47.180.215,2019-03-11 14:31:35.408505+00:00,1,A1QX1RYLCFXZJ9,3TUI152ZZCDH2F4PKOI2I9K52TN1QI,0.00,235,0,1,0,39,63,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
236,b7pdcdim,,0,26,25,v3_ra_outro,Dropouts,10.47.229.186,2019-03-11 14:31:36.724306+00:00,1,A2CTA782EBXUCT,39LNWE0K4VMKUE7494NDK9YGMG3IUV,0.00,236,0,1,0,21,85,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
237,afsyf2su,,0,26,25,v3_ra_outro,Dropouts,10.151.196.51,2019-03-11 14:31:44.867105+00:00,1,A2YJZYTC8WOIZT,3PPTZCWALRAEXBPXSZRUA34HF8ZQZV,0.00,237,0,1,0,11,33,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
238,gec36y25,,0,26,25,v3_ra_outro,Dropouts,10.45.158.146,2019-03-11 14:31:45.270602+00:00,1,A2MDFKOD2G3R4D,3F0BG9B9MQD4M3AD0EG5W5EK4O3Y7E,1.00,238,0,1,0,32,14,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
239,mggb9o7c,,0,1,25,v3_ra_intro,Introduction,10.67.134.133,2019-03-11 14:31:51.644140+00:00,1,ASXE94CMR9SVL,3UWN2HHPUZVWT2QRHF55AGC9NICNS0,0.00,239,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
240,21o4eh6z,,0,26,25,v3_ra_outro,Dropouts,10.109.228.130,2019-03-11 14:31:56.717654+00:00,1,A2T11H7YI7QPGD,324G5B4FB4Y7P8ESS65W4DK0SBP07G,3.00,240,0,1,0,28,31,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
241,na6k3cs6,,0,6,25,v3_ra_intro,Comprehension2_check,10.37.253.239,2019-03-11 14:32:12.397881+00:00,1,A2YAQ5D2N5GNWF,3HRMW88U17GQABLFWC7LNVHQN0K0MR,0.00,241,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
242,vcijqa4d,,0,26,25,v3_ra_outro,Dropouts,10.99.219.95,2019-03-11 14:32:16.177970+00:00,1,ACSS93E03ZUGX,3XIQGXAUMDYFMYK3VIU3DR7B2IA7XI,0.00,242,0,1,1,71,66,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
243,y2ivjh0h,,0,26,25,v3_ra_outro,Dropouts,10.61.223.58,2019-03-11 14:32:16.205319+00:00,1,A1HNNX44U3OF0X,39PAAFCODNQAG7CF86WMU228B4SVTE,0.00,243,0,1,1,18,40,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
244,r67wa7p6,,0,26,25,v3_ra_outro,Dropouts,10.47.244.172,2019-03-11 14:32:22.474098+00:00,1,A25WGGUHVFJ3YW,34V1S5K3GTR6H2O09SJXRALX04Z962,0.00,244,0,1,0,55,74,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
245,8fkfkkvp,,0,26,25,v3_ra_outro,Dropouts,10.63.255.214,2019-03-11 14:32:22.281378+00:00,1,AL2J5M8WQIKMI,32XVDSJFP0NX6LOTBZBZ6JA5KY42MD,0.00,245,0,1,1,0,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
246,bh4na97c,,0,26,25,v3_ra_outro,Dropouts,10.43.204.85,2019-03-11 14:32:23.408279+00:00,1,A1TGV7LT6LTIQU,33L7PJKHCHOC5VG20DLC2OI006S8TN,0.00,246,0,1,1,28,44,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
247,howh14rb,,0,1,25,v3_ra_intro,Introduction,10.69.202.179,2019-03-11 14:32:23.587391+00:00,1,A6ZAKE3FP8YKY,3VAR3R6G1QRWS3BU4WZD8ECD1YB8O1,0.00,247,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
248,druq7bfc,,0,3,25,v3_ra_intro,Comprehension1,10.61.155.236,2019-03-11 14:32:27.601322+00:00,1,A2PVXQA1K5VUXA,3UWN2HHPUZVWT2QRHF55AGC9NICNS0,0.00,248,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
249,2doj881q,,0,26,25,v3_ra_outro,Dropouts,10.30.98.189,2019-03-11 14:32:27.313962+00:00,1,A1XVEKS9O73ERE,392CY0QWG2HLDGDPUYWV750MN3FI48,3.00,249,0,1,1,14,5,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
250,sdl9i706,,0,26,25,v3_ra_outro,Dropouts,10.47.239.235,2019-03-11 14:32:36.662254+00:00,1,A1L2N1X8U8Z3W7,3U0SRXB7CEVKSNQE2Q50K67D1GTNRC,0.00,250,0,1,0,27,71,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
251,ws646krs,,0,26,25,v3_ra_outro,Dropouts,10.63.92.197,2019-03-11 14:32:37.042592+00:00,1,A2UXVNIR273792,3NLZY2D53QFUSM8TDY0L2OTJ0ZRQLC,0.00,251,0,1,1,1,2,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
252,11pk4q1l,,0,26,25,v3_ra_outro,Dropouts,10.51.153.228,2019-03-11 14:32:44.297250+00:00,1,A181PE10TWL1TU,33FBRBDW6PPVJEERERQMDEIWCKS8C4,0.00,252,0,1,0,59,54,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
253,v5uiqjt4,,0,23,25,v3_ra_outro,Survey,10.63.72.93,2019-03-11 14:32:46.347064+00:00,1,A267CIF2UTJ2H3,32M8BPYGAUC1PW69PZYWGUXPD8OIGV,0.00,253,0,1,0,63,56,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
254,7undfafb,,0,26,25,v3_ra_outro,Dropouts,10.63.244.190,2019-03-11 14:33:11.813138+00:00,1,AC9WP7JP1ONXC,3HPZF4IVNNJAYK59RVOGCR6Y5ZUYC7,1.00,254,0,1,0,73,75,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
255,girnl1pa,,0,26,25,v3_ra_outro,Dropouts,10.99.226.253,2019-03-11 14:33:22.824494+00:00,1,A2OBIS4QF3VXZT,3URFVVM16686P4WE98BZK416IT5UZ4,3.00,255,0,1,1,6,41,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
256,h6rlvhgy,,0,26,25,v3_ra_outro,Dropouts,10.95.217.143,2019-03-11 14:33:26.273216+00:00,1,A10CIWS99K4KVO,3AQF3RZ5598FICFDCEJP167832U6FR,0.00,256,0,1,0,35,55,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
257,kel9q6eg,,0,26,25,v3_ra_outro,Dropouts,10.29.123.33,2019-03-11 14:33:35.402476+00:00,1,A1ING769NXJIHR,3LOZAJ85YE380XNXP6D8H0Q3R2O2XX,0.00,257,0,1,1,77,72,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
258,27dgfqwm,,0,4,25,v3_ra_intro,Comprehension1_check,10.43.242.234,2019-03-11 14:33:38.381864+00:00,1,A2665H1Q6V8VR,3I2PTA7R3UKJ8GQBSYOKNOG4BZMKQ3,0.00,258,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
259,0pt5bj27,,0,26,25,v3_ra_outro,Dropouts,10.109.207.40,2019-03-11 14:33:40.491924+00:00,1,A1WJU1IQ3UTRC6,31IBVUNM9TP0X2UEDMRXDYN7KVKVF6,0.00,259,0,1,1,19,31,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
260,5m1e9mti,,0,26,25,v3_ra_outro,Dropouts,10.146.200.157,2019-03-11 14:33:44.871880+00:00,1,A2AV50L23IVQCO,3QJOXOW4XKHP11094J608KJUH1UEMR,1.00,260,0,1,0,57,9,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
261,yyhn86nf,,0,26,25,v3_ra_outro,Dropouts,10.65.114.58,2019-03-11 14:33:46.946054+00:00,1,A30RAYNDOWQ61S,3J88R45B2HO4S4O3R4OKDDYW2CFPX6,3.00,261,0,1,1,14,39,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
262,7hz7z97m,,0,26,25,v3_ra_outro,Dropouts,10.109.174.133,2019-03-11 14:33:47.276141+00:00,1,A1RCQT5Z8PHTWJ,3OVHNO1VE7RK82LSNDLAA4XIWTAZDZ,1.00,262,0,1,0,33,14,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
263,zyp3phbf,,0,26,25,v3_ra_outro,Dropouts,10.142.105.142,2019-03-11 14:33:50.151695+00:00,1,A2MQGU4NZZ8V0H,30JNVC0ORAAS6QP3MDLNAW0CJIIQH5,3.00,263,0,1,1,87,53,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
264,uzrlythl,,0,1,25,v3_ra_intro,Introduction,10.16.198.175,2019-03-11 14:34:19.071946+00:00,1,A2WHC086WNUQNB,3TAYZSBPLMY04G1YVW7LIS9BCNM2SP,0.00,264,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
265,m0sggb6g,,0,26,25,v3_ra_outro,Dropouts,10.184.179.229,2019-03-11 14:34:29.093279+00:00,1,A26M997VYVK0E6,33CID57105J2LL2RFNOPPG08Q7DL34,0.00,265,0,1,0,33,29,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
266,6ytpf4va,,0,1,25,v3_ra_intro,Introduction,10.47.209.93,2019-03-11 14:34:32.685620+00:00,1,ASTR3EPUOKEXV,3BF51CHDTW04IXK45FR8VQ9U6EL0HI,0.00,266,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
267,juz3qo0q,,0,26,25,v3_ra_outro,Dropouts,10.30.81.230,2019-03-11 14:34:45.321067+00:00,1,A11FFJZ0C984W4,32N49TQG3H851BD62655ZXCGNF8AV9,0.00,267,0,1,0,14,34,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
268,57nn0s7v,,0,26,25,v3_ra_outro,Dropouts,10.35.218.93,2019-03-11 14:35:17.522490+00:00,1,AR9U4CJEF2TIJ,379J5II41P65VJIO475L8745HW3LEV,0.00,268,0,1,0,57,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
269,xhcpg6tn,,0,26,25,v3_ra_outro,Dropouts,10.113.253.66,2019-03-11 14:35:21.035619+00:00,1,AHNMLY8QCTPGB,3O7L7BFSHFF35IAIJ488GRCD0S9IEE,0.00,269,0,1,1,11,7,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
270,dbzi92mu,,0,1,25,v3_ra_intro,Introduction,10.149.119.251,2019-03-11 14:35:25.521936+00:00,1,A1Q93M41J566U1,3E1QT0TDFQZMWH0R61M8OHGRPPBI8F,0.00,270,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
271,fgjuyjsv,,0,26,25,v3_ra_outro,Dropouts,10.95.165.34,2019-03-11 14:35:36.728072+00:00,1,A326O3VWP8TO8N,3GNA64GUZFUGQX58LBKELZXME9RQ5O,1.00,271,0,1,0,16,91,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
272,fk5tczii,,0,26,25,v3_ra_outro,Dropouts,10.45.77.207,2019-03-11 14:35:39.543130+00:00,1,A1SIUJEL2LS8UO,336YQZE83W4P5I7GTIDX4QDH48VM5Y,0.00,272,0,1,0,10,83,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
273,98cp2n0u,,0,26,25,v3_ra_outro,Dropouts,10.180.173.24,2019-03-11 14:35:40.507262+00:00,1,A3BO2ARA8BYSR,3EFVCAY5L4ZIRSKXOJ780IVR2418JI,0.00,273,0,1,0,0,5,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
